Date,Region,Product,Units Sold,Price Per Unit,Total Revenue
2025-01-09,East,Product E,133,73.06,9716.98
2025-03-17,South,Product E,134,487.76,65359.84
2025-01-21,East,Product D,182,214.6,39057.2
2025-02-09,West,Product E,163,317.05,51679.15
2025-02-08,South,Product D,91,186.8,16998.8
2025-04-21,West,Product A,173,387.89,67104.97
2025-02-27,East,Product C,93,123.04,11442.720000000001
2025-02-11,North,Product D,138,191.64,26446.32
2025-04-26,North,Product A,59,308.11,18178.49
2025-02-28,West,Product D,20,475.89,9517.8
2025-03-12,North,Product A,125,104.07,13008.75
2025-04-01,East,Product E,84,342.4,28761.6
2025-01-11,East,Product B,40,258.04,10321.6
2025-05-06,North,Product B,30,227.33,6819.900000000001
2025-05-02,South,Product B,9,94.87,853.83
2025-02-14,East,Product B,141,105.54,14881.140000000001
2025-04-21,North,Product C,11,408.94,4498.34
2025-02-18,East,Product B,192,193.09,37073.28
2025-02-12,East,Product D,51,69.46,3542.4599999999996
2025-04-10,West,Product E,182,419.62,76370.84
2025-01-05,North,Product E,197,239.98,47276.06
2025-03-02,West,Product E,139,12.49,1736.1100000000001
2025-01-03,North,Product D,57,129.22,7365.54
2025-02-12,West,Product C,27,404.33,10916.91
2025-02-05,North,Product C,90,341.74,30756.600000000002
2025-03-06,South,Product E,45,337.93,15206.85
2025-02-10,North,Product B,18,291.27,5242.86
2025-04-08,East,Product D,194,404.82,78535.08
2025-03-17,South,Product A,94,22.31,2097.14
2025-03-05,North,Product C,192,319.66,61374.72
2025-03-30,South,Product B,20,222.56,4451.2
2025-03-17,East,Product A,3,28.07,84.21000000000001
2025-04-27,North,Product D,38,315.0,11970.0
2025-02-02,South,Product B,108,347.25,37503.0
2025-04-06,West,Product D,44,260.73,11472.12
2025-04-04,East,Product B,24,429.15,10299.599999999999
2025-04-19,East,Product C,123,102.44,12600.119999999999
2025-04-26,West,Product A,72,83.81,6034.32
2025-02-25,East,Product E,88,440.01,38720.88
2025-02-18,East,Product E,67,250.24,16766.08
2025-01-16,North,Product E,28,437.82,12258.96
2025-04-30,East,Product E,152,326.56,49637.12
2025-01-21,East,Product A,114,208.69,23790.66
2025-01-01,South,Product E,195,160.22,31242.9
2025-01-07,South,Product A,76,239.11,18172.36
2025-05-01,North,Product D,15,424.91,6373.650000000001
2025-01-10,South,Product E,132,358.08,47266.56
2025-01-03,East,Product B,123,183.84,22612.32
2025-02-23,West,Product E,79,216.17,17077.43
2025-01-01,West,Product E,134,98.48,13196.32
2025-02-28,East,Product B,84,116.49,9785.16
2025-03-28,East,Product C,105,371.75,39033.75
2025-03-16,North,Product D,43,378.22,16263.460000000001
2025-04-21,West,Product E,157,321.88,50535.159999999996
2025-01-31,South,Product B,53,457.05,24223.65
2025-01-19,West,Product A,8,457.62,3660.96
2025-01-11,West,Product A,14,497.07,6958.98
2025-03-13,West,Product E,5,487.77,2438.85
2025-02-11,North,Product C,189,237.3,44849.700000000004
2025-05-06,North,Product A,39,42.92,1673.88
2025-02-07,West,Product C,193,220.6,42575.799999999996
2025-03-24,North,Product B,142,114.71,16288.82
2025-03-14,West,Product C,196,450.45,88288.2
2025-01-15,North,Product B,41,250.77,10281.57
2025-02-24,South,Product E,129,144.39,18626.309999999998
2025-03-23,West,Product C,19,380.65,7232.349999999999
2025-05-07,South,Product A,119,120.18,14301.42
2025-01-05,East,Product D,168,300.9,50551.2
2025-02-27,North,Product D,63,443.09,27914.67
2025-01-07,West,Product B,162,300.25,48640.5
2025-01-24,North,Product A,49,461.87,22631.63
2025-02-28,South,Product C,91,16.52,1503.32
2025-01-28,North,Product B,31,304.53,9440.429999999998
2025-02-21,North,Product A,102,443.45,45231.9
2025-03-30,West,Product C,124,479.93,59511.32
2025-02-09,North,Product A,173,155.52,26904.960000000003
2025-01-24,West,Product E,17,378.13,6428.21
2025-05-04,North,Product E,84,23.41,1966.44
2025-01-06,North,Product A,47,135.65,6375.55
2025-04-03,South,Product B,94,131.99,12407.060000000001
2025-02-03,South,Product E,109,415.88,45330.92
2025-01-03,North,Product D,120,158.86,19063.2
2025-01-22,West,Product A,21,196.71,4130.91
2025-01-17,West,Product C,48,474.16,22759.68
2025-02-15,West,Product A,19,91.29,1734.5100000000002
2025-03-30,West,Product C,75,14.61,1095.75
2025-04-23,East,Product E,65,193.52,12578.800000000001
2025-04-19,North,Product A,6,223.5,1341.0
2025-02-23,East,Product C,112,24.88,2786.56
2025-02-22,East,Product E,75,101.8,7635.0
2025-01-05,North,Product A,197,432.47,85196.59000000001
2025-04-20,West,Product D,6,404.33,2425.98
2025-04-04,East,Product B,150,29.59,4438.5
2025-01-13,East,Product B,168,114.51,19237.68
2025-01-30,South,Product C,153,18.63,2850.39
2025-02-11,West,Product E,76,72.13,5481.879999999999
2025-01-13,East,Product E,167,18.96,3166.32
2025-03-19,East,Product E,79,271.41,21441.390000000003
2025-03-15,West,Product D,125,14.14,1767.5
2025-01-06,South,Product C,84,36.5,3066.0
2025-01-08,West,Product A,25,275.34,6883.499999999999
2025-04-07,West,Product C,55,466.75,25671.25
2025-03-25,West,Product E,194,13.12,2545.2799999999997
2025-04-01,East,Product C,183,16.44,3008.5200000000004
2025-03-22,South,Product D,68,119.1,8098.799999999999
2025-02-03,South,Product E,83,327.82,27209.059999999998
2025-01-03,South,Product D,123,43.73,5378.79
2025-04-22,North,Product E,14,114.1,1597.3999999999999
2025-01-09,West,Product B,61,338.18,20628.98
2025-01-13,East,Product B,28,334.27,9359.56
2025-02-24,North,Product B,192,412.4,79180.79999999999
2025-02-24,North,Product D,42,256.07,10754.94
2025-04-04,South,Product B,5,354.38,1771.9
2025-02-09,South,Product C,132,418.11,55190.520000000004
2025-02-21,West,Product B,32,58.95,1886.4
2025-01-05,West,Product D,51,351.56,17929.56
2025-02-22,North,Product C,111,415.49,46119.39
2025-02-06,North,Product C,102,465.49,47479.98
2025-02-15,East,Product C,61,195.3,11913.300000000001
2025-03-28,West,Product A,156,345.43,53887.08
2025-01-01,South,Product A,61,461.33,28141.129999999997
2025-05-07,North,Product B,101,152.45,15397.449999999999
2025-01-09,North,Product C,107,277.57,29699.989999999998
2025-04-20,West,Product C,74,390.99,28933.260000000002
2025-03-26,South,Product A,111,375.17,41643.87
2025-04-19,North,Product A,64,380.12,24327.68
2025-04-05,South,Product E,177,266.24,47124.48
2025-02-14,South,Product E,14,273.99,3835.86
2025-01-10,South,Product D,50,136.51,6825.5
2025-02-25,East,Product A,62,30.52,1892.24
2025-03-12,West,Product E,51,463.22,23624.22
2025-01-18,South,Product D,68,81.29,5527.72
2025-04-27,South,Product B,73,384.94,28100.62
2025-03-13,West,Product A,165,18.06,2979.8999999999996
2025-03-30,East,Product B,189,357.22,67514.58
2025-04-02,West,Product D,114,131.17,14953.38
2025-04-16,East,Product A,62,200.18,12411.16
2025-02-01,South,Product E,195,413.57,80646.15
2025-03-14,South,Product C,114,307.9,35100.6
2025-03-14,West,Product A,191,341.76,65276.159999999996
2025-04-17,East,Product A,6,394.86,2369.16
2025-04-16,West,Product C,154,301.82,46480.28
2025-01-29,South,Product D,123,78.18,9616.140000000001
2025-03-04,East,Product E,68,234.65,15956.2
2025-05-05,North,Product D,71,16.11,1143.81
2025-03-09,South,Product C,9,308.55,2776.9500000000003
2025-03-21,North,Product C,37,249.12,9217.44
2025-02-03,West,Product A,35,317.55,11114.25
2025-04-23,North,Product C,151,263.49,39786.99
2025-03-20,South,Product B,77,26.18,2015.86
2025-03-14,South,Product D,85,120.14,10211.9
2025-04-01,West,Product B,68,118.66,8068.88
2025-03-09,West,Product C,198,179.42,35525.159999999996
2025-02-26,West,Product E,200,472.16,94432.0
2025-01-29,North,Product A,136,112.93,15358.480000000001
2025-04-07,West,Product B,62,397.11,24620.82
2025-04-16,West,Product B,123,209.86,25812.780000000002
2025-03-21,North,Product A,72,94.52,6805.44
2025-03-11,East,Product E,120,348.65,41838.0
2025-03-25,North,Product A,152,469.34,71339.68
2025-01-17,North,Product B,152,60.77,9237.04
2025-04-27,West,Product B,67,360.83,24175.61
2025-02-19,East,Product D,123,23.33,2869.5899999999997
2025-01-27,West,Product A,31,332.91,10320.210000000001
2025-03-06,East,Product E,117,11.59,1356.03
2025-03-11,West,Product E,167,475.1,79341.7
2025-05-06,South,Product E,115,417.87,48055.05
2025-04-01,South,Product D,185,301.86,55844.100000000006
2025-03-29,North,Product D,105,125.91,13220.55
2025-04-15,North,Product A,62,97.4,6038.8
2025-02-01,South,Product B,199,210.26,41841.74
2025-01-09,North,Product C,31,190.72,5912.32
2025-03-08,South,Product D,26,109.17,2838.42
2025-04-09,West,Product A,52,158.53,8243.56
2025-05-02,North,Product D,149,69.79,10398.710000000001
2025-01-29,East,Product D,180,122.79,22102.2
2025-04-27,North,Product B,160,188.52,30163.2
2025-03-08,South,Product D,102,323.3,32976.6
2025-04-15,North,Product E,65,400.31,26020.15
2025-05-03,West,Product A,65,82.17,5341.05
2025-01-31,East,Product A,132,411.2,54278.4
2025-04-22,North,Product E,111,36.45,4045.9500000000003
2025-01-28,North,Product B,55,471.15,25913.25
2025-02-09,West,Product D,41,116.14,4761.74
2025-03-18,East,Product B,70,115.93,8115.1
2025-01-16,East,Product D,153,480.44,73507.31999999999
2025-03-23,North,Product C,127,220.12,27955.24
2025-01-22,South,Product E,87,455.69,39645.03
2025-04-08,East,Product D,164,60.6,9938.4
2025-04-16,North,Product E,21,368.87,7746.27
2025-01-09,South,Product B,131,13.71,1796.0100000000002
2025-04-11,South,Product A,99,145.68,14422.320000000002
2025-01-21,North,Product A,31,20.25,627.75
2025-04-22,North,Product D,36,490.13,17644.68
2025-01-01,North,Product E,129,359.91,46428.39000000001
2025-02-19,South,Product B,180,205.35,36963.0
2025-04-17,North,Product E,167,105.34,17591.78
2025-02-01,North,Product E,30,411.08,12332.4
2025-02-14,North,Product B,18,239.93,4318.74
2025-03-07,South,Product E,8,428.61,3428.88
2025-04-05,South,Product E,110,181.05,19915.5
2025-01-23,North,Product E,56,63.54,3558.24
2025-03-05,West,Product E,44,456.0,20064.0
2025-03-14,North,Product D,103,218.36,22491.08
2025-04-17,South,Product D,142,342.88,48688.96
2025-03-18,South,Product C,22,226.92,4992.24
2025-04-12,South,Product C,115,431.24,49592.6
2025-03-18,West,Product E,192,463.94,89076.48
2025-02-12,North,Product C,97,51.05,4951.849999999999
2025-04-23,West,Product B,64,72.61,4647.04
2025-03-10,West,Product A,55,488.36,26859.8
2025-03-21,West,Product D,181,382.9,69304.9
2025-01-21,South,Product D,130,314.77,40920.1
2025-02-13,South,Product C,105,425.77,44705.85
2025-05-05,East,Product C,171,245.27,41941.17
2025-05-06,East,Product C,150,220.38,33057.0
2025-03-30,South,Product A,64,479.41,30682.24
2025-01-31,West,Product D,112,185.98,20829.76
2025-02-06,East,Product A,35,444.18,15546.300000000001
2025-01-01,West,Product C,65,332.11,21587.15
2025-04-08,South,Product D,138,164.1,22645.8
2025-01-21,North,Product C,165,301.89,49811.85
2025-04-07,North,Product A,176,62.52,11003.52
2025-01-29,West,Product E,107,95.32,10199.24
2025-01-15,East,Product D,113,356.04,40232.520000000004
2025-03-01,North,Product D,2,305.84,611.68
2025-02-16,West,Product C,12,100.24,1202.8799999999999
2025-03-20,North,Product B,38,282.89,10749.82
2025-02-28,North,Product B,199,99.42,19784.58
2025-02-10,East,Product D,4,332.4,1329.6
2025-04-16,East,Product C,42,356.4,14968.8
2025-05-04,East,Product B,21,102.1,2144.1
2025-01-19,North,Product E,170,334.76,56909.2
2025-02-07,North,Product E,110,480.44,52848.4
2025-01-05,South,Product E,99,456.44,45187.56
2025-01-04,South,Product C,122,337.3,41150.6
2025-01-07,East,Product C,171,333.0,56943.0
2025-02-27,West,Product B,32,303.52,9712.64
2025-01-24,West,Product B,121,97.37,11781.77
2025-02-10,North,Product B,139,112.96,15701.439999999999
2025-02-06,North,Product D,77,420.36,32367.72
2025-01-14,East,Product D,42,405.73,17040.66
2025-01-14,West,Product E,32,430.65,13780.8
2025-02-19,East,Product D,127,158.31,20105.37
2025-03-29,West,Product C,43,114.85,4938.55
2025-01-24,East,Product B,89,132.29,11773.81
2025-03-23,West,Product B,170,486.71,82740.7
2025-03-11,East,Product A,40,108.25,4330.0
2025-03-20,West,Product C,149,141.75,21120.75
2025-01-03,East,Product A,147,68.9,10128.300000000001
2025-04-27,East,Product A,179,432.49,77415.71
2025-02-28,South,Product C,153,172.08,26328.24
2025-03-08,West,Product D,3,49.68,149.04
2025-03-17,North,Product E,20,88.26,1765.2
2025-03-14,East,Product B,170,357.78,60822.6
2025-02-10,South,Product B,85,90.34,7678.900000000001
2025-02-28,North,Product B,50,217.97,10898.5
2025-03-25,West,Product E,183,294.12,53823.96
2025-05-01,West,Product E,122,112.63,13740.859999999999
2025-04-25,East,Product D,144,89.51,12889.44
2025-04-03,North,Product B,188,334.35,62857.8
2025-05-04,North,Product C,38,302.18,11482.84
2025-04-30,West,Product C,168,354.7,59589.6
2025-04-26,West,Product A,76,50.75,3857.0
2025-01-09,South,Product A,132,149.12,19683.84
2025-04-06,South,Product E,162,469.2,76010.4
2025-01-07,East,Product A,111,12.61,1399.71
2025-04-08,South,Product A,190,192.77,36626.3
2025-03-04,South,Product B,80,318.01,25440.8
2025-03-10,West,Product B,81,257.28,20839.679999999997
2025-01-07,West,Product E,198,340.16,67351.68000000001
2025-02-19,West,Product B,18,332.43,5983.74
2025-04-02,South,Product E,76,284.84,21647.839999999997
2025-03-16,West,Product E,113,59.0,6667.0
2025-04-15,East,Product D,167,458.08,76499.36
2025-01-20,East,Product C,98,286.05,28032.9
2025-03-24,North,Product D,188,497.97,93618.36
2025-04-25,North,Product A,41,49.67,2036.47
2025-05-01,South,Product C,168,475.72,79920.96
2025-03-10,South,Product C,115,205.8,23667.0
2025-04-06,North,Product C,143,430.1,61504.3
2025-01-06,West,Product D,31,253.8,7867.8
2025-03-15,West,Product C,156,47.81,7458.360000000001
2025-01-08,East,Product A,118,80.47,9495.46
2025-04-05,East,Product C,152,55.18,8387.36
2025-01-17,West,Product E,162,70.93,11490.660000000002
2025-04-03,West,Product A,165,198.89,32816.85
2025-02-18,East,Product A,167,429.88,71789.96
2025-04-16,East,Product B,181,262.27,47470.869999999995
2025-01-18,North,Product D,79,372.71,29444.09
2025-01-17,South,Product D,104,12.93,1344.72
2025-02-17,West,Product C,119,256.73,30550.870000000003
2025-05-03,East,Product E,26,95.1,2472.6
2025-01-19,South,Product E,150,319.11,47866.5
2025-03-30,North,Product B,185,355.96,65852.59999999999
2025-03-15,South,Product A,14,411.26,5757.639999999999
2025-03-07,South,Product E,150,373.04,55956.0
2025-02-16,North,Product B,178,369.55,65779.90000000001
2025-04-28,South,Product C,27,444.86,12011.220000000001
2025-04-02,South,Product A,105,247.16,25951.8
2025-01-07,North,Product A,170,420.47,71479.90000000001
2025-03-04,East,Product D,159,368.93,58659.87
2025-03-02,North,Product C,103,398.34,41029.02
2025-04-18,North,Product E,115,286.77,32978.549999999996
2025-03-29,South,Product A,74,485.44,35922.56
2025-02-12,North,Product A,172,381.84,65676.48
2025-04-30,North,Product C,126,336.72,42426.72
2025-03-21,North,Product A,102,312.3,31854.600000000002
2025-01-19,East,Product B,122,140.62,17155.64
2025-01-02,North,Product C,198,498.77,98756.45999999999
2025-01-25,North,Product B,138,92.96,12828.48
2025-04-26,North,Product B,47,116.18,5460.46
2025-01-06,South,Product B,117,247.41,28946.97
2025-04-09,West,Product B,124,384.72,47705.280000000006
2025-03-28,East,Product D,117,111.2,13010.4
2025-01-14,North,Product D,134,249.99,33498.66
2025-04-08,East,Product E,103,471.35,48549.05
2025-02-05,North,Product A,46,457.05,21024.3
2025-03-31,North,Product E,91,299.81,27282.71
2025-02-23,South,Product C,176,497.6,87577.6
2025-04-20,East,Product A,187,393.91,73661.17
2025-03-17,West,Product C,132,426.88,56348.159999999996
2025-04-15,East,Product C,144,207.34,29856.96
2025-05-07,East,Product C,164,370.54,60768.560000000005
2025-01-10,East,Product E,52,391.05,20334.600000000002
2025-02-19,West,Product E,124,353.9,43883.6
2025-04-24,South,Product C,36,206.97,7450.92
2025-01-23,South,Product C,27,309.25,8349.75
2025-04-11,South,Product A,74,288.26,21331.239999999998
2025-04-06,East,Product A,184,135.56,24943.04
2025-02-03,West,Product D,169,167.98,28388.62
2025-03-29,West,Product D,156,79.07,12334.919999999998
2025-02-26,South,Product A,111,149.46,16590.06
2025-02-01,East,Product C,161,213.56,34383.16
2025-01-08,South,Product E,47,143.06,6723.82
2025-02-26,East,Product D,164,153.63,25195.32
2025-04-27,West,Product E,173,174.96,30268.08
2025-03-06,West,Product D,136,167.71,22808.56
2025-03-24,East,Product B,58,78.77,4568.66
2025-01-22,East,Product E,156,119.22,18598.32
2025-01-31,West,Product B,5,121.32,606.5999999999999
2025-01-15,East,Product A,128,295.11,37774.08
2025-02-08,South,Product B,37,492.61,18226.57
2025-04-04,South,Product A,13,75.78,985.14
2025-04-05,East,Product C,142,25.83,3667.8599999999997
2025-02-18,South,Product A,35,226.54,7928.9
2025-01-02,West,Product A,2,450.16,900.32
2025-03-17,North,Product A,172,466.13,80174.36
2025-05-07,East,Product B,134,474.52,63585.68
2025-02-04,East,Product E,57,308.63,17591.91
2025-03-15,East,Product C,180,281.2,50616.0
2025-01-09,South,Product E,200,99.5,19900.0
2025-02-28,West,Product E,176,62.32,10968.32
2025-02-05,North,Product B,26,422.12,10975.12
2025-02-13,North,Product E,190,54.29,10315.1
2025-03-08,West,Product D,46,298.08,13711.679999999998
2025-04-24,East,Product A,197,350.77,69101.69
2025-04-06,West,Product C,109,258.12,28135.08
2025-02-14,South,Product A,13,193.55,2516.15
2025-03-28,East,Product B,159,299.52,47623.68
2025-01-23,East,Product B,11,149.96,1649.5600000000002
2025-01-20,South,Product E,127,89.4,11353.800000000001
2025-02-01,South,Product C,35,259.35,9077.25
2025-01-28,South,Product A,29,211.75,6140.75
2025-01-26,East,Product D,192,480.09,92177.28
2025-04-28,West,Product D,118,389.64,45977.52
2025-04-20,West,Product E,14,226.17,3166.3799999999997
2025-01-05,North,Product B,109,50.46,5500.14
2025-03-27,North,Product C,129,240.44,31016.76
2025-04-07,South,Product B,172,438.57,75434.04
2025-03-13,West,Product A,200,154.28,30856.0
2025-03-25,West,Product E,198,301.26,59649.479999999996
2025-01-04,West,Product A,77,291.15,22418.55
2025-04-12,South,Product B,101,351.5,35501.5
2025-03-13,West,Product B,126,430.09,54191.34
2025-05-04,West,Product D,43,17.06,733.5799999999999
2025-04-16,East,Product D,110,297.76,32753.6
2025-01-21,South,Product B,161,251.71,40525.31
2025-03-23,South,Product B,127,279.43,35487.61
2025-04-02,South,Product A,125,431.7,53962.5
2025-01-07,South,Product C,45,108.49,4882.05
2025-02-24,South,Product D,22,24.66,542.52
2025-03-26,South,Product D,48,245.34,11776.32
2025-04-19,South,Product D,170,80.38,13664.599999999999
2025-03-23,South,Product D,121,490.23,59317.83
2025-01-13,West,Product D,71,12.11,859.81
2025-01-13,East,Product D,104,303.72,31586.880000000005
2025-01-17,North,Product E,102,136.75,13948.5
2025-02-21,South,Product D,112,127.24,14250.88
2025-03-11,West,Product D,5,206.87,1034.35
2025-04-03,West,Product D,50,59.95,2997.5
2025-03-19,East,Product B,175,321.66,56290.50000000001
2025-04-09,North,Product B,75,402.36,30177.0
2025-02-17,East,Product D,161,136.47,21971.67
2025-01-27,South,Product B,74,269.23,19923.02
2025-01-24,South,Product D,11,147.29,1620.1899999999998
2025-01-05,North,Product D,115,216.98,24952.699999999997
2025-02-01,South,Product B,144,320.29,46121.76
2025-01-17,East,Product C,47,212.98,10010.06
2025-04-21,North,Product A,118,357.17,42146.060000000005
2025-02-06,North,Product B,122,358.14,43693.08
2025-02-08,East,Product A,38,403.33,15326.539999999999
2025-03-28,East,Product B,186,396.79,73802.94
2025-04-17,North,Product D,33,280.04,9241.320000000002
2025-03-14,South,Product A,108,81.38,8789.039999999999
2025-04-19,East,Product D,60,387.02,23221.199999999997
2025-02-21,East,Product C,55,117.91,6485.05
2025-04-03,North,Product D,41,186.22,7635.0199999999995
2025-01-13,South,Product B,16,382.79,6124.64
2025-02-06,West,Product C,112,163.83,18348.960000000003
2025-04-24,North,Product B,107,228.6,24460.2
2025-03-22,South,Product E,167,208.05,34744.35
2025-01-23,West,Product D,164,52.1,8544.4
2025-04-19,West,Product A,139,316.03,43928.17
2025-01-08,North,Product C,144,59.7,8596.800000000001
2025-02-15,East,Product C,99,27.47,2719.5299999999997
2025-02-09,South,Product D,84,31.12,2614.08
2025-01-29,East,Product E,136,444.8,60492.8
2025-02-28,West,Product B,55,264.98,14573.900000000001
2025-01-26,West,Product B,68,107.16,7286.88
2025-03-17,North,Product A,61,406.23,24780.030000000002
2025-01-03,North,Product E,103,224.59,23132.77
2025-03-14,West,Product C,67,56.97,3816.99
2025-01-12,East,Product B,17,387.55,6588.35
2025-04-10,West,Product D,147,180.49,26532.030000000002
2025-01-03,North,Product B,77,352.01,27104.77
2025-01-22,North,Product C,141,468.26,66024.66
2025-04-12,North,Product B,14,493.57,6909.98
2025-02-21,West,Product E,94,336.57,31637.579999999998
2025-04-24,East,Product A,5,308.17,1540.8500000000001
2025-04-14,South,Product B,39,51.96,2026.44
2025-01-02,East,Product B,56,74.08,4148.48
2025-02-28,West,Product E,13,266.77,3468.0099999999998
2025-01-27,South,Product D,30,311.42,9342.6
2025-03-04,South,Product A,40,249.98,9999.199999999999
2025-02-17,West,Product D,108,327.38,35357.04
2025-04-04,West,Product A,73,402.0,29346.0
2025-02-11,South,Product A,69,74.33,5128.7699999999995
2025-02-06,East,Product B,196,210.17,41193.32
2025-04-03,South,Product B,59,254.15,14994.85
2025-04-03,East,Product B,80,455.0,36400.0
2025-04-03,South,Product C,191,154.03,29419.73
2025-02-11,West,Product B,150,454.73,68209.5
2025-01-20,West,Product D,113,125.74,14208.619999999999
2025-02-03,North,Product E,61,432.91,26407.510000000002
2025-03-17,West,Product E,29,32.24,934.96
2025-04-18,South,Product A,56,361.7,20255.2
2025-05-03,West,Product D,5,408.8,2044.0
2025-05-02,North,Product C,164,265.85,43599.4
2025-04-16,South,Product C,29,447.59,12980.109999999999
2025-01-14,East,Product B,99,450.5,44599.5
2025-01-29,North,Product C,172,488.98,84104.56
2025-01-25,South,Product B,62,274.52,17020.239999999998
2025-04-10,East,Product D,3,402.58,1207.74
2025-01-29,West,Product E,73,273.06,19933.38
2025-01-14,West,Product E,192,100.07,19213.44
2025-04-03,North,Product B,189,476.74,90103.86
2025-04-10,West,Product E,32,373.1,11939.2
2025-01-15,North,Product A,167,27.19,4540.7300000000005
2025-04-20,South,Product C,159,298.6,47477.4
2025-02-01,South,Product E,117,184.25,21557.25
2025-02-17,North,Product E,48,167.74,8051.52
2025-05-02,North,Product E,112,452.44,50673.28
2025-03-22,East,Product D,198,49.88,9876.24
2025-05-02,South,Product A,51,375.72,19161.72
2025-03-12,South,Product C,95,451.52,42894.4
2025-02-13,West,Product E,57,160.06,9123.42
2025-02-20,West,Product D,30,277.75,8332.5
2025-03-20,South,Product E,78,225.55,17592.9
2025-01-12,North,Product C,151,135.94,20526.94
2025-03-25,South,Product D,73,248.35,18129.55
2025-01-09,South,Product B,148,249.51,36927.479999999996
2025-03-04,West,Product A,85,35.86,3048.1
2025-03-18,West,Product B,186,496.46,92341.56
2025-01-06,East,Product B,40,152.97,6118.8
2025-02-07,North,Product D,175,177.09,30990.75
2025-03-14,East,Product D,111,227.76,25281.36
2025-03-17,East,Product B,22,194.85,4286.7
2025-03-29,West,Product E,48,10.87,521.76
2025-04-28,South,Product C,90,85.88,7729.2
2025-02-13,North,Product B,61,445.13,27152.93
2025-01-25,East,Product A,118,96.25,11357.5
2025-04-04,North,Product C,122,161.31,19679.82
2025-04-30,North,Product C,99,152.23,15070.769999999999
2025-04-09,North,Product B,83,146.23,12137.089999999998
2025-03-20,East,Product B,2,49.53,99.06
2025-05-06,North,Product D,186,329.39,61266.54
2025-05-04,North,Product B,125,251.75,31468.75
2025-01-31,East,Product B,136,314.3,42744.8
2025-02-16,West,Product E,97,108.1,10485.699999999999
2025-04-27,East,Product B,11,201.21,2213.31
2025-04-12,West,Product B,200,93.01,18602.0
2025-02-25,East,Product C,177,342.81,60677.37
2025-04-07,East,Product A,40,296.87,11874.8
2025-01-15,East,Product B,192,14.61,2805.12
2025-03-26,North,Product A,100,121.15,12115.0
2025-04-27,South,Product D,47,23.6,1109.2
2025-01-07,North,Product E,172,285.89,49173.079999999994
2025-03-23,North,Product D,69,482.55,33295.950000000004
2025-01-13,North,Product B,74,11.13,823.62
2025-04-20,North,Product B,191,305.65,58379.149999999994
2025-01-17,North,Product B,125,300.76,37595.0
2025-01-29,East,Product D,74,276.33,20448.42
2025-05-05,East,Product D,130,15.02,1952.6
2025-01-08,North,Product B,64,228.4,14617.6
2025-03-13,North,Product B,137,408.03,55900.10999999999
2025-02-23,South,Product D,106,443.42,47002.520000000004
2025-03-18,South,Product B,129,475.56,61347.24
2025-02-24,North,Product B,52,28.49,1481.48
2025-04-01,South,Product B,125,434.34,54292.5
2025-05-07,East,Product B,9,317.32,2855.88
2025-03-08,West,Product D,170,428.28,72807.59999999999
2025-02-28,East,Product C,103,465.07,47902.21
2025-04-14,North,Product E,78,55.44,4324.32
2025-04-28,North,Product C,121,387.7,46911.7
2025-03-05,East,Product C,11,213.35,2346.85
2025-03-01,South,Product B,51,329.67,16813.170000000002
2025-04-02,South,Product B,195,388.77,75810.15
2025-04-10,West,Product D,157,489.35,76827.95
2025-04-05,East,Product D,72,99.18,7140.960000000001
2025-03-16,East,Product A,111,149.81,16628.91
2025-04-25,East,Product A,68,74.46,5063.28
2025-04-19,East,Product B,65,61.62,4005.2999999999997
2025-04-28,West,Product E,139,195.03,27109.170000000002
2025-04-27,South,Product C,147,175.11,25741.170000000002
2025-04-22,South,Product B,170,452.6,76942.0
2025-01-27,East,Product E,127,379.46,48191.42
2025-04-02,South,Product D,89,346.66,30852.74
2025-03-07,North,Product D,87,104.13,9059.31
2025-01-18,West,Product D,180,284.24,51163.200000000004
2025-04-06,East,Product D,85,21.88,1859.8
2025-03-08,North,Product B,40,364.51,14580.4
2025-04-14,North,Product E,197,199.2,39242.399999999994
2025-04-11,North,Product E,175,136.14,23824.499999999996
2025-04-30,West,Product B,133,390.12,51885.96
2025-05-03,East,Product B,1,450.62,450.62
2025-01-13,North,Product C,135,486.19,65635.65
2025-02-18,West,Product E,108,129.88,14027.039999999999
2025-05-03,South,Product D,60,13.77,826.1999999999999
2025-02-22,South,Product E,60,80.75,4845.0
2025-02-22,North,Product E,90,34.45,3100.5000000000005
2025-02-26,East,Product A,170,372.35,63299.50000000001
2025-04-26,South,Product D,137,43.8,6000.599999999999
2025-04-10,West,Product C,50,75.48,3774.0
2025-02-14,East,Product A,90,324.11,29169.9
2025-03-02,North,Product E,55,77.26,4249.3
2025-03-04,North,Product E,136,268.24,36480.64
2025-02-16,North,Product D,89,478.52,42588.28
2025-04-20,South,Product C,181,181.88,32920.28
2025-02-07,East,Product A,168,37.87,6362.16
2025-03-09,East,Product B,124,413.65,51292.6
2025-03-01,West,Product A,103,306.75,31595.25
2025-02-07,North,Product C,113,476.22,53812.86
2025-03-07,West,Product B,17,238.47,4053.99
2025-04-11,South,Product E,177,445.08,78779.16
2025-03-21,North,Product A,168,487.98,81980.64
2025-02-24,West,Product D,197,156.18,30767.460000000003
2025-02-21,West,Product A,55,63.12,3471.6
2025-04-27,East,Product B,133,173.55,23082.15
2025-03-24,North,Product D,115,154.13,17724.95
2025-02-06,South,Product B,90,307.59,27683.1
2025-04-30,West,Product D,177,83.79,14830.830000000002
2025-01-28,West,Product B,121,156.22,18902.62
